0.000	0.000	0.000
0.000	0.000	0.000	7.721	46.395	843.173	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.765	46.366	843.159	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.782	46.398	843.146	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.790	46.465	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
0.000	0.000	0.000	7.799	46.555	843.132	3.571
